0,266
0,290
0,145
0,60
0,672
0,312
0,189
0,111
0,924
0,29
1,3234
1,581
1,3881
1,891
1,1187
1,536
1,2547
1,5470
1,34
1,9898
2,28
2,13
2,4
2,124
2,7
2,130
2,153
2,47
2,159
2,9
3,242
3,175
3,304
3,167
3,236
3,555
3,487
3,611
3,985
3,738
4,60
4,225
4,1489
4,243
4,29
4,1785
4,4110
4,1507
4,140
4,1946
5,2059
5,145
5,29
5,142
5,1576
5,2589
5,873
5,7477
5,1270
5,629
6,3631
6,69
6,1990
6,6149
6,913
6,275
6,6125
6,6797
6,2499
6,53
7,2196
7,1782
7,960
7,1134
7,1183
7,1072
7,828
7,1087
7,159
7,958
8,637
8,653
8,267
8,139
8,30
8,248
8,232
8,103
8,34
8,923
9,142
9,60
9,29
9,1384
9,672
9,457
9,276
9,1081
9,189
9,667
10,34
10,255
10,207
10,126
10,117
10,91
10,105
10,915
10,31
10,27
11,53
11,83
11,486
11,85
11,122
11,29
11,118
11,12
11,370
11,69
12,111
12,609
12,851
12,3256
12,1325
12,4238
12,1576
12,141
12,97
12,216
13,214
13,1141
13,521
13,140
13,166
13,515
13,984
13,3226
13,466
13,913
14,22
14,1171
14,0
14,367
14,479
14,1763
14,61
14,121
14,4991
14,16
15,5729
15,3376
15,8335
15,4474
15,1014
15,212
15,1040
15,488
15,1238
15,129
16,25
16,91
16,8
16,968
16,314
16,169
16,581
16,4535
16,144
16,2649
17,237
17,494
17,114
17,105
17,573
17,466
17,1391
17,894
17,1855
17,549
18,322
18,4762
18,519
18,9486
18,429
18,3953
18,12
18,267
18,1120
18,3376
19,3516
19,2276
19,3800
19,1840
19,5965
19,5313
19,4985
19,6236
19,2736
19,4094
20,5729
20,5317
20,707
20,1834
20,2520
20,79
20,4474
20,1505
20,4865
20,9966
21,238
21,664
21,1516
21,741
21,1836
21,6967
21,4539
21,69
21,294
21,1490
22,1173
22,1075
22,1687
22,1785
22,1027
22,565
22,1219
22,4562
22,6698
22,6478
23,62
23,117
23,41
23,353
23,224
23,828
23,177
23,1581
23,197
23,898
24,1834
24,707
24,8881
24,4474
24,322
24,429
24,1238
24,1852
24,2418
24,488
25,466
25,1612
25,774
25,1059
25,216
25,100
25,1556
25,105
25,2952
25,1135
26,2636
26,5662
26,982
26,1369
26,351
26,3866
26,142
26,118
26,1173
26,3480
27,105
27,189
27,97
27,15
27,145
27,143
27,225
27,800
27,637
27,243
28,34
28,200
28,16
28,129
28,30
28,0
28,322
28,19
28,232
28,25
29,16
29,97
29,19
29,15
29,139
29,109
29,2
29,3
29,9
29,32
30,16
30,19
30,97
30,139
30,664
30,184
30,29
30,214
30,1516
30,294
31,97
31,105
31,139
31,55
31,15
31,51
31,48
31,2
31,207
31,80
32,1027
32,1785
32,1075
32,6698
32,3465
32,2529
32,7658
32,1173
32,2722
32,266
33,1923
33,1088
33,754
33,428
33,1767
33,893
33,2108
33,2085
33,166
33,3461
34,184
34,420
34,905
34,30
34,1189
34,29
34,612
34,319
34,696
34,16
35,765
35,204
35,1894
35,238
35,1076
35,321
35,38
35,489
35,364
35,533
36,2651
36,60
36,1197
36,2485
36,532
36,1186
36,278
36,4872
36,2787
36,2174
37,79
37,28
37,5729
37,34
37,124
37,2285
37,129
37,477
37,1909
37,322
38,7510
38,1836
38,6928
38,2217
38,1340
38,1981
38,6516
38,9858
38,1807
38,741
39,982
39,1043
39,4609
39,1045
39,1197
39,2306
39,142
39,4562
39,2738
39,6490
40,11
40,68
40,104
40,773
40,258
40,205
40,375
40,451
40,152
40,1501
41,8335
41,5791
41,429
41,8877
41,4440
41,1205
41,4474
41,379
41,628
41,8881
42,1186
42,142
42,145
42,2534
42,189
42,2738
42,4238
42,637
42,1576
42,3063
43,145
43,319
43,225
43,243
43,111
43,60
43,234
43,276
43,261
43,550
44,34
44,39
44,1188
44,628
44,1612
44,302
44,210
44,581
44,1179
44,314
45,276
45,142
45,60
45,140
45,694
45,849
45,252
45,677
45,457
45,550
46,266
46,60
46,565
46,1219
46,3333
46,925
46,6106
46,261
46,111
46,5367
47,93
47,79
47,429
47,34
47,379
47,3912
47,161
47,120
47,212
47,1238
48,60
48,142
48,1219
48,3063
48,982
48,1197
48,1186
48,29
48,1173
48,351
49,8653
49,1141
49,456
49,425
49,257
49,97
49,8813
49,38
49,441
49,59
50,602
50,388
50,1248
50,564
50,3297
50,2668
50,191
50,721
50,306
50,1361
51,4238
51,1795
51,4604
51,2174
51,982
51,5145
51,6638
51,4972
51,6316
51,3928
52,93
52,628
52,5729
52,28
52,232
52,3
52,4474
52,707
52,484
52,171
53,266
53,565
53,1219
53,851
53,925
53,261
53,1173
53,1075
53,1687
53,1027
54,637
54,923
54,413
54,45
54,1029
54,1556
54,207
54,2952
54,29
54,290
55,1219
55,266
55,1197
55,851
55,2534
55,1043
55,1173
55,1045
55,1687
55,1523
56,60
56,565
56,261
56,142
56,437
56,1803
56,234
56,1818
56,1793
56,1833
57,34
57,142
57,379
57,111
57,429
57,458
57,93
57,1702
57,5
57,358
58,3912
58,8455
58,707
58,2901
58,1834
58,4474
58,1238
58,2925
58,9472
58,1505
59,142
59,276
59,29
59,672
59,1081
59,677
59,189
59,284
59,550
59,1699
60,60
60,140
60,134
60,109
60,276
60,145
60,306
60,191
60,184
60,583
61,120
61,429
61,379
61,283
61,232
61,1004
61,212
61,819
61,3155
61,1238
62,9472
62,93
62,2901
62,707
62,4865
62,5317
62,1834
62,9966
62,3376
62,7241
63,4616
63,1785
63,2421
63,4874
63,3975
63,1498
63,1432
63,8627
63,4381
63,7466
64,3
64,64
64,70
64,137
64,130
64,120
64,115
64,94
64,340
64,34
65,93
65,707
65,322
65,1834
65,8945
65,2520
65,5317
65,3912
65,1505
65,1238
66,19
66,319
66,420
66,189
66,225
66,123
66,312
66,566
66,68
66,403
67,8335
67,8945
67,5729
67,79
67,2520
67,5317
67,1834
67,9472
67,707
67,1995
68,1981
68,1384
68,2675
68,6061
68,457
68,7510
68,973
68,4952
68,441
68,69
69,7
69,129
69,232
69,120
69,12
69,3
69,176
69,179
69,429
69,1040
70,982
70,2204
70,984
70,1523
70,142
70,1576
70,8361
70,1186
70,1197
70,140
71,60
71,266
71,1027
71,2306
71,111
71,142
71,565
71,30
71,29
71,437
72,118
72,93
72,322
72,1004
72,211
72,283
72,94
72,8814
72,2808
72,880
73,25
73,3
73,628
73,47
73,28
73,27
73,1205
73,93
73,9
73,4
74,60
74,142
74,140
74,457
74,1064
74,1219
74,266
74,278
74,6752
74,458
75,29
75,276
75,60
75,5
75,239
75,111
75,1081
75,142
75,284
75,429
76,5729
76,1238
76,190
76,4474
76,379
76,1852
76,429
76,734
76,1834
76,1205
77,379
77,322
77,212
77,1014
77,161
77,34
77,120
77,1281
77,190
77,4474
78,397
78,100
78,483
78,81
78,91
78,507
78,27
78,1391
78,103
78,210
79,322
79,28
79,27
79,129
79,5729
79,488
79,179
79,429
79,1238
79,94
80,91
80,3384
80,5936
80,9996
80,9003
80,3226
80,192
80,1153
80,6316
80,982
81,2765
81,5018
81,489
81,2128
81,1379
81,5201
81,364
81,2759
81,2868
81,4063
82,3231
82,2445
82,2878
82,2077
82,3375
82,1446
82,1602
82,6631
82,3347
82,678
83,142
83,140
83,1197
83,982
83,1186
83,145
83,351
83,3063
83,1219
83,672
84,85
84,83
84,242
84,71
84,280
84,1801
84,226
84,175
84,498
84,1563
85,93
85,79
85,25
85,8335
85,22
85,17
85,34
85,12
85,120
85,3
86,9527
86,7205
86,4956
86,9727
86,2527
86,3390
86,6993
86,3872
86,1064
86,8101
87,947
87,466
87,3249
87,1254
87,1237
87,305
87,117
87,59
87,2024
87,406
88,637
88,22
88,821
88,248
88,648
88,923
88,29
88,46
88,1029
88,188
89,145
89,672
89,189
89,29
89,60
89,351
89,982
89,1911
89,276
89,667
90,34
90,1205
90,28
90,25
90,360
90,94
90,707
90,159
90,1238
90,1909
91,754
91,53
91,1342
91,1088
91,428
91,3461
91,1367
91,665
91,2935
91,893
92,4810
92,3141
92,869
92,127
92,1312
92,125
92,407
92,143
92,2650
92,2173
93,707
93,5317
93,1505
93,4474
93,93
93,2901
93,634
93,1909
93,3369
93,572
94,60
94,140
94,111
94,550
94,189
94,1000
94,319
94,252
94,457
94,284
95,1
95,17
95,20
95,51
95,48
95,22
95,55
95,23
95,72
95,26
96,1186
96,60
96,2534
96,5662
96,2738
96,2612
96,1173
96,3480
96,142
96,7198
97,276
97,6360
97,3627
97,53
97,361
97,2172
97,1526
97,7253
97,1009
97,3434
98,266
98,1043
98,1186
98,351
98,1219
98,925
98,1687
98,982
98,1075
98,919
99,79
99,707
99,5317
99,2901
99,1834
99,2520
99,1505
99,232
99,1238
99,8335
100,142
100,189
100,317
100,436
100,1194
100,550
100,672
100,60
100,312
100,290
101,2817
101,4322
101,949
101,920
101,278
101,87
101,1202
101,142
101,1043
101,9550
102,2534
102,1186
102,1173
102,3480
102,4238
102,2036
102,142
102,4872
102,1785
102,2651
103,19
103,16
103,378
103,214
103,977
103,2312
103,276
103,191
103,29
103,306
104,1199
104,561
104,38
104,861
104,109
104,1689
104,1373
104,3187
104,1601
104,2153
105,140
105,60
105,34
105,142
105,402
105,239
105,2204
105,314
105,532
105,469
106,1785
106,8627
106,1498
106,3975
106,1432
106,6698
106,458
106,2529
106,4874
106,1550
107,29
107,290
107,653
107,207
107,923
107,45
107,46
107,66
107,189
107,33
108,700
108,1030
108,466
108,1183
108,3910
108,482
108,2868
108,1134
108,708
108,2925
109,3376
109,4865
109,4973
109,2023
109,7021
109,1238
109,2285
109,4474
109,1014
109,1040
110,1017
110,2791
110,38
110,109
110,1245
110,3473
110,1807
110,1340
110,861
110,4960
111,466
111,114
111,322
111,4393
111,6916
111,120
111,103
111,3424
111,947
111,657
112,619
112,17
112,24
112,936
112,26
112,23
112,188
112,22
112,8131
112,160
113,707
113,1205
113,628
113,1834
113,79
113,5729
113,1505
113,3912
113,7021
113,1852
114,129
114,467
114,1525
114,13
114,115
114,818
114,729
114,361
114,530
114,263
115,787
115,1249
115,3463
115,483
115,498
115,195
115,1907
115,12
115,120
115,1585
116,34
116,1205
116,8881
116,4474
116,7241
116,628
116,707
116,2520
116,3376
116,2901
117,982
117,1186
117,60
117,8064
117,1219
117,667
117,2651
117,189
117,2534
117,266
118,3465
118,1785
118,925
118,1344
118,5725
118,1075
118,5195
118,4175
118,565
118,2722
119,1702
119,1499
119,1269
119,4387
119,9486
119,3539
119,4525
119,9171
119,1612
